entropy,block_rep_8,block_rep_16,block_rep_32,skewness,kurtosis,chi2_stat,autocorrelation,compression_ratio,bigram_rep,label
7.217020593706189,0,0,0,-0.0605,-1.3561,234.0,-0.03,0.9588,0.0,AES-192 (GCM)
7.192159156297594,0,0,0,-0.0359,-1.1476,250.0,-0.0311,0.9588,0.0,AES-192 (CTR)
6.709753734036142,0,0,0.0,-0.0274,-1.1902,243.56,0.0217,0.929,0.0,AES-256 (CBC)
6.629824740950539,0,0,0.0,0.0773,-1.3725,268.44,-0.0705,0.929,0.0,AES-256 (ECB)
7.571467946742504,0,0,0,-0.0371,-1.2145,265.0,-0.0067,0.979,0.0059,AES-256 (GCM)
5.78125,0,0,0,0.3335,-0.8063,248.0,0.0556,0.8533,0.0,AES-256 (CTR)
7.795794138900594,0,0,0.0,-0.0354,-1.1987,269.05,-0.0146,0.9895,0.0115,AES-128 (CBC)
6.75666267502339,0,0,0.0,0.0533,-1.2095,222.22,-0.0992,0.929,0.0,AES-128 (ECB)
7.122236755790211,0,0,0,-0.0518,-1.2345,270.0,-0.0822,0.9588,0.0,AES-128 (GCM)
6.560432324168044,0,0,0,0.0488,-1.2363,248.0,-0.0285,0.9209,0.0,AES-128 (CTR)
6.121928094887358,0,0,0.0,0.111,-0.8935,227.2,-0.1227,0.8791,0.0,AES-192 (CBC)
5.962492001110315,0,0,0.0,0.2816,-0.8424,272.0,-0.3836,0.8791,0.0,AES-192 (ECB)
7.189753210927493,0,0,0,-0.0334,-1.1168,248.0,-0.1249,0.9588,0.0,AES-192 (GCM)
5.84375,0,0,0,-0.5458,-0.7603,232.0,-0.0576,0.8533,0.0,AES-192 (CTR)
6.75142040070281,0,0,0.0,0.3369,-1.0941,232.89,-0.1393,0.929,0.0,AES-256 (CBC)
5.884183719779185,0,0,0.0,0.1333,-1.1301,304.0,-0.1269,0.8791,0.0,AES-256 (ECB)
7.788801597724213,0,0,0,0.0087,-1.2444,274.5,0.0548,0.9894,0.0068,AES-256 (GCM)
7.62198987608943,0,0,0,0.0218,-1.2495,233.0,0.0875,0.979,0.0059,AES-256 (CTR)
7.801773880675714,0,0,0.0,0.0724,-1.1557,266.58,0.0271,0.9895,0.0087,AES-128 (CBC)
6.6106935777410705,0,0,0.0,-0.2467,-1.1049,268.44,-0.0592,0.929,0.0,AES-128 (ECB)
5.706954882778696,0,0,0,0.2014,-1.1163,272.0,-0.0663,0.8533,0.0,AES-128 (GCM)
5.8125,0,0,0,0.1815,-1.0774,240.0,0.1863,0.8533,0.0,AES-128 (CTR)
6.806975956258367,0,0,0.0,-0.0524,-1.2134,211.56,0.015,0.929,0.0,AES-192 (CBC)
7.6355479498225005,0,0,0.0,-0.0313,-1.1909,241.94,-0.016,0.9796,0.0057,AES-192 (ECB)
6.479459449350854,0,0,0,0.076,-1.2392,288.0,0.0895,0.9209,0.0,AES-192 (GCM)
7.8090079654773294,0,0,0,-0.0055,-1.2188,268.5,-0.0029,0.9894,0.0098,AES-192 (CTR)
6.112492001110314,0,0,0.0,-0.0226,-1.4505,233.6,-0.0313,0.8791,0.0,AES-256 (CBC)
6.071928094887359,0,0,0.0,-0.1573,-1.2981,240.0,-0.0559,0.8791,0.0,AES-256 (ECB)
5.75,0,0,0,0.1472,-1.1291,256.0,-0.1503,0.8533,0.0,AES-256 (GCM)
7.221003210927493,0,0,0,0.0967,-1.2242,236.0,0.003,0.9588,0.0078,AES-256 (CTR)
5.912492001110315,0,0,0.0,0.2779,-1.2378,284.8,-0.0207,0.8791,0.0127,AES-128 (CBC)
7.587326631888675,0,0,0.0,0.0142,-1.2336,284.61,0.0241,0.9796,0.0057,AES-128 (ECB)
7.205615575977502,0,0,0,-0.0518,-1.2156,236.0,-0.1145,0.9588,0.0,AES-128 (GCM)
5.663909765557392,0,0,0,0.1616,-1.2569,288.0,0.0738,0.8533,0.0,AES-128 (CTR)
7.8056644850386645,0,0,0.0,-0.0476,-1.1671,266.09,0.0069,0.9895,0.0077,AES-192 (CBC)
7.653646340309128,0,0,0.0,-0.0528,-1.1677,226.42,-0.0686,0.9796,0.0019,AES-192 (ECB)
5.738204882778696,0,0,0,-0.1054,-1.0633,264.0,0.1329,0.8533,0.0,AES-192 (GCM)
6.566329882778696,0,0,0,-0.0768,-1.1601,244.0,0.0163,0.9209,0.0,AES-192 (CTR)
7.577326544006718,0,0,0.0,-0.048,-1.1907,273.94,-0.048,0.9796,0.0019,AES-256 (CBC)
7.831289726259637,0,0,0.0,-0.0155,-1.1901,225.72,-0.0074,0.9895,0.0067,AES-256 (ECB)
7.633753719031432,0,0,0,0.0142,-1.161,223.0,0.0906,0.979,0.002,AES-256 (GCM)
7.086513134588154,0,0,0,0.0261,-1.3011,288.0,-0.0225,0.9588,0.0,AES-256 (CTR)
5.987492001110315,0,0,0.0,0.1884,-1.0595,265.6,-0.1728,0.8791,0.0,AES-128 (CBC)
6.626420400702809,0,0,0.0,0.0788,-1.2117,272.0,0.0224,0.929,0.0,AES-128 (ECB)
7.217563427641414,0,0,0,0.1216,-1.2772,238.0,0.0005,0.9588,0.0039,AES-128 (GCM)
7.592259358684094,0,0,0,0.0425,-1.2308,263.0,0.014,0.979,0.0059,AES-128 (CTR)
7.264108050752025,0,0,0.0,-0.0454,-1.1164,240.0,0.0287,0.9611,0.0,AES-192 (CBC)
7.6501637316099185,0,0,0.0,-0.017,-1.1948,224.48,0.0318,0.9796,0.0019,AES-192 (ECB)
7.616232955606848,0,0,0,0.0216,-1.224,238.0,0.0027,0.979,0.0059,AES-192 (GCM)
7.572651741462789,0,0,0,-0.0,-1.3097,247.0,0.0219,0.979,0.0,AES-192 (CTR)
6.638471355518848,0,0,0.0,-0.0491,-1.219,261.33,0.0898,0.929,0.0,AES-256 (CBC)
6.681975956258365,0,0,0.0,0.0724,-1.1433,250.67,-0.1438,0.929,0.0,AES-256 (ECB)
7.120321814400863,0,0,0,0.0678,-1.2239,276.0,0.0301,0.9588,0.0,AES-256 (GCM)
6.500982007961507,0,0,0,-0.0552,-0.9312,280.0,-0.0158,0.9209,0.0,AES-256 (CTR)
7.589783982236194,0,0,0.0,0.0056,-1.105,266.18,-0.0241,0.9796,0.0057,AES-128 (CBC)
7.554788410427384,0,0,0.0,-0.0014,-1.1602,294.3,0.0333,0.9796,0.0057,AES-128 (ECB)
6.581954882778696,0,0,0,0.0761,-1.1324,240.0,0.0892,0.9209,0.0,AES-128 (GCM)
7.795537015169824,0,0,0,0.0138,-1.1919,272.0,-0.0353,0.9894,0.0068,AES-128 (CTR)
6.6332290811982695,0,0,0.0,-0.0629,-1.1476,264.89,-0.1013,0.929,0.0,AES-192 (CBC)
6.60204696317276,0,0,0.0,0.1551,-1.0443,275.56,0.0326,0.929,0.0,AES-192 (ECB)
7.166315710927494,0,0,0,-0.0198,-1.2845,254.0,-0.0253,0.9588,0.0078,AES-192 (GCM)
7.6064604212755,0,0,0,0.0028,-1.165,243.0,0.1111,0.979,0.0039,AES-192 (CTR)
7.369362427528092,0,0,0.0,-0.0323,-1.1143,204.24,0.0484,0.9611,0.0037,AES-256 (CBC)
7.6287552360192254,0,0,0.0,-0.0166,-1.1704,244.85,0.0171,0.9796,0.0,AES-256 (ECB)
6.554534765557392,0,0,0,-0.1101,-1.4023,252.0,0.0787,0.9209,0.0,AES-256 (GCM)
6.427467089725436,0,0,0,-0.1051,-1.3045,292.0,0.0172,0.9209,0.0,AES-256 (CTR)
7.808496553315905,0,0,0.0,0.0313,-1.2332,253.78,0.0419,0.9895,0.0087,AES-128 (CBC)
7.236865736287989,0,0,0.0,0.1285,-1.2217,240.0,0.0072,0.9611,0.0,AES-128 (ECB)
5.738204882778696,0,0,0,-0.1428,-0.8299,264.0,0.1076,0.8533,0.0,AES-128 (GCM)
7.571726944975317,0,0,0,-0.0324,-1.1804,265.0,-0.0343,0.979,0.002,AES-128 (CTR)
6.046928094887358,0,0,0.0,-0.0185,-1.0962,246.4,-0.108,0.8791,0.0,AES-192 (CBC)
7.232431866874281,0,0,0.0,0.0775,-1.3303,256.94,0.0797,0.9611,0.0,AES-192 (ECB)
7.140810535095537,0,0,0,0.0374,-1.2449,264.0,0.0016,0.9588,0.0,AES-192 (GCM)
7.128778052824224,0,0,0,-0.0036,-1.2688,288.0,0.0845,0.9588,0.0,AES-192 (CTR)
6.003055907333271,0,0,0.0,-0.338,-1.1464,265.6,0.2396,0.8791,0.0,AES-256 (CBC)
7.208521964433039,0,0,0.0,0.074,-1.2459,256.94,0.0404,0.9611,0.0074,AES-256 (ECB)
6.374694531114784,0,0,0,-0.0015,-1.0787,308.0,-0.0959,0.9209,0.0,AES-256 (GCM)
6.581954882778696,0,0,0,-0.0942,-1.1117,248.0,0.1286,0.9209,0.0079,AES-256 (CTR)
7.310538898116329,0,0,0.0,-0.0666,-1.2643,215.53,-0.0822,0.9611,0.0037,AES-128 (CBC)
6.046928094887358,0,0,0.0,0.0689,-1.1305,246.4,0.0416,0.8791,0.0,AES-128 (ECB)
7.109950634588154,0,0,0,0.0594,-1.3857,278.0,0.0703,0.9588,0.0,AES-128 (GCM)
5.75,0,0,0,0.1118,-1.1947,256.0,0.1681,0.8533,0.0,AES-128 (CTR)
6.680138022185515,0,0,0.0,-0.1496,-1.2508,250.67,0.0377,0.929,0.007,AES-192 (CBC)
6.591562414531601,0,0,0.0,0.1122,-1.2999,282.67,-0.1306,0.929,0.007,AES-192 (ECB)
7.602169431084952,0,0,0,-0.0275,-1.222,246.0,-0.0225,0.979,0.0,AES-192 (GCM)
6.535079882778696,0,0,0,-0.1302,-1.1899,252.0,0.0841,0.9209,0.0,AES-192 (CTR)
7.815114874078863,0,0,0.0,0.0308,-1.2153,242.46,-0.0287,0.9895,0.0096,AES-256 (CBC)
7.1552490784195335,0,0,0.0,-0.0907,-1.2157,283.29,0.0008,0.9611,0.0,AES-256 (ECB)
7.801635682792805,0,0,0,-0.0721,-1.201,259.5,0.0061,0.9894,0.0039,AES-256 (GCM)
6.665977441389348,0,0,0,0.0835,-1.2654,216.0,-0.0325,0.9209,0.0,AES-256 (CTR)
7.822239787092533,0,0,0.0,-0.0229,-1.1961,246.4,-0.0053,0.9895,0.0038,AES-128 (CBC)
6.146928094887357,0,0,0.0,0.0612,-1.2075,220.8,-0.1384,0.8791,0.0,AES-128 (ECB)
5.652114648336088,0,0,0,0.0905,-1.2862,296.0,-0.0988,0.8533,0.0,AES-128 (GCM)
7.614725891746984,0,0,0,0.0993,-1.1435,252.0,0.052,0.979,0.0039,AES-128 (CTR)
6.037492001110314,0,0,0.0,-0.2395,-1.3439,252.8,0.0353,0.8791,0.0,AES-192 (CBC)
6.596804688852181,0,0,0.0,0.001,-1.0794,279.11,0.0507,0.929,0.0,AES-192 (ECB)
7.165281873011515,0,0,0,-0.026,-1.1035,250.0,-0.0395,0.9588,0.0,AES-192 (GCM)
7.238052148336088,0,0,0,0.0185,-1.038,234.0,0.0794,0.9588,0.0,AES-192 (CTR)
6.608855643668221,0,0,0.0,-0.0742,-1.4223,275.56,-0.1186,0.929,0.0,AES-256 (CBC)
6.121928094887357,0,0,0.0,0.0395,-1.4059,227.2,-0.139,0.8791,0.0,AES-256 (ECB)
5.644454882778696,0,0,0,-0.1981,-1.157,288.0,0.1979,0.8533,0.0,AES-256 (GCM)
5.601409765557392,0,0,0,0.1095,-1.2515,304.0,-0.118,0.8533,0.0,AES-256 (CTR)
7.850772126218433,0,0,0.0,-0.0411,-1.1411,211.94,0.0538,0.9895,0.0038,AES-128 (CBC)
7.808160329971413,0,0,0.0,-0.0176,-1.1768,251.82,0.0119,0.9895,0.0048,AES-128 (ECB)
6.554534765557392,0,0,0,0.0097,-1.135,252.0,-0.0558,0.9209,0.0,AES-128 (GCM)
5.632659765557392,0,0,0,0.0271,-1.41,296.0,-0.0467,0.8533,0.0,AES-128 (CTR)
6.709753734036144,0,0,0.0,0.0818,-1.2169,243.56,0.0652,0.929,0.0,AES-192 (CBC)
7.562747643197982,0,0,0.0,0.0649,-1.221,278.79,-0.0281,0.9796,0.0038,AES-192 (ECB)
5.84375,0,0,0,-0.0595,-1.1117,232.0,-0.2136,0.8533,0.0,AES-192 (GCM)
7.163757031114784,0,0,0,0.0753,-1.2772,258.0,0.0627,0.9588,0.0,AES-192 (CTR)
7.639886006745707,0,0,0.0,0.0292,-1.1988,236.12,-0.0391,0.9796,0.0057,AES-256 (CBC)
6.695864845147254,0,0,0.0,0.0251,-1.2038,240.0,0.0383,0.929,0.0,AES-256 (ECB)
7.201785693198806,0,0,0,-0.0006,-1.132,244.0,-0.0628,0.9588,0.0,AES-256 (GCM)
7.271217089725436,0,0,0,-0.0585,-1.1471,220.0,0.1297,0.9588,0.0,AES-256 (CTR)
7.808849538527921,0,0,0.0,-0.0385,-1.2082,255.75,0.04,0.9895,0.0106,AES-128 (CBC)
6.497744532557108,0,0,0.0,-0.1055,-1.2256,332.44,-0.1339,0.929,0.0,AES-128 (ECB)
5.75,0,0,0,-0.3738,-1.0781,256.0,-0.0985,0.8533,0.0,AES-128 (GCM)
7.545844088385544,0,0,0,-0.0368,-1.2474,289.0,-0.0402,0.979,0.0078,AES-128 (CTR)
6.723642622925033,0,0,0.0,-0.0619,-1.1796,232.89,-0.0021,0.929,0.007,AES-192 (CBC)
6.087492001110314,0,0,0.0,-0.182,-1.1873,240.0,0.0809,0.8791,0.0,AES-192 (ECB)
5.71875,0,0,0,-0.0791,-1.2394,264.0,0.0711,0.8533,0.0,AES-192 (GCM)
5.875,0,0,0,0.0995,-1.3517,224.0,0.1031,0.8533,0.0,AES-192 (CTR)
7.598698158618733,0,0,0.0,-0.0468,-1.2003,260.36,-0.0016,0.9796,0.0038,AES-256 (CBC)
6.565622570826674,0,0,0.0,-0.0704,-1.2362,282.67,0.1283,0.929,0.0,AES-256 (ECB)
7.809438649970099,0,0,0,-0.0042,-1.197,250.5,-0.0146,0.9894,0.0068,AES-256 (GCM)
7.570044009333909,0,0,0,0.0521,-1.1779,279.0,-0.0473,0.979,0.002,AES-256 (CTR)
6.699269185394984,0,0,0.0,0.011,-1.2373,257.78,0.128,0.929,0.0,AES-128 (CBC)
7.775297598077202,0,0,0.0,-0.0128,-1.1457,301.54,0.0295,0.9895,0.0115,AES-128 (ECB)
5.706954882778696,0,0,0,0.3014,-1.0556,272.0,0.0426,0.8533,0.0,AES-128 (GCM)
7.8039572670394275,0,0,0,0.0245,-1.2259,254.0,-0.0116,0.9894,0.0078,AES-128 (CTR)
7.218188105914992,0,0,0.0,-0.0388,-1.3136,260.71,0.0358,0.9611,0.0,AES-192 (CBC)
7.60560731601271,0,0,0.0,0.0776,-1.1776,252.61,-0.0337,0.9796,0.0,AES-192 (ECB)
6.587852441389348,0,0,0,0.1566,-1.2809,236.0,0.0448,0.9209,0.0,AES-192 (GCM)
7.810318728872168,0,0,0,0.0081,-1.2229,257.0,-0.016,0.9894,0.0088,AES-192 (CTR)
7.616750129148698,0,0,0.0,0.0159,-1.1362,243.88,0.0095,0.9796,0.0076,AES-256 (CBC)
6.7566626750233905,0,0,0.0,-0.1905,-0.9895,229.33,-0.039,0.929,0.0,AES-256 (ECB)
6.494102441389348,0,0,0,-0.0546,-0.8222,268.0,0.1049,0.9209,0.0079,AES-256 (GCM)
6.40801220694674,0,0,0,0.0441,-1.297,300.0,0.1116,0.9209,0.0,AES-256 (CTR)
7.250837313713655,0,0,0.0,-0.0398,-1.1182,247.53,0.0317,0.9611,0.0074,AES-128 (CBC)
7.662137154400734,0,0,0.0,0.0194,-1.2171,218.67,-0.0532,0.9796,0.0038,AES-128 (ECB)
5.84375,0,0,0,-0.0874,-1.1137,232.0,-0.2325,0.8533,0.0,AES-128 (GCM)
6.507659765557392,0,0,0,-0.0812,-1.1456,264.0,0.1005,0.9209,0.0,AES-128 (CTR)
7.818987325902021,0,0,0.0,0.006,-1.2175,240.98,-0.0023,0.9895,0.0164,AES-192 (CBC)
7.6043653864764655,0,0,0.0,-0.024,-1.2793,253.58,-0.0269,0.9796,0.0,AES-192 (ECB)
7.609943897575683,0,0,0,0.0824,-1.2728,233.0,0.0083,0.979,0.0078,AES-192 (GCM)
6.507659765557392,0,0,0,0.0528,-1.2234,264.0,0.0347,0.9209,0.0079,AES-192 (CTR)
7.713170328808895,0,0,0.0,0.0242,-1.2046,187.64,-0.0334,0.9796,0.0019,AES-256 (CBC)
7.802657820996679,0,0,0.0,-0.0133,-1.1196,258.22,0.0009,0.9895,0.0087,AES-256 (ECB)
5.65625,0,0,0,0.275,-1.3686,280.0,-0.2752,0.8533,0.0,AES-256 (GCM)
7.113543152316842,0,0,0,-0.1106,-1.2908,282.0,-0.0079,0.9588,0.0,AES-256 (CTR)
7.7875261626087084,0,0,0.0,0.0253,-1.1616,279.38,-0.003,0.9895,0.0038,AES-128 (CBC)
7.801758642837413,0,0,0.0,0.0052,-1.1502,272.98,0.0213,0.9895,0.0019,AES-128 (ECB)
6.554534765557392,0,0,0,0.0021,-0.999,252.0,-0.0184,0.9209,0.0,AES-128 (GCM)
7.606491695554804,0,0,0,-0.083,-1.1841,237.0,-0.0407,0.979,0.002,AES-128 (CTR)
7.817835413879728,0,0,0.0,-0.0988,-1.197,244.43,0.0233,0.9895,0.0077,AES-192 (CBC)
6.665555623087531,0,0,0.0,-0.1417,-1.0857,264.89,-0.0411,0.929,0.0,AES-192 (ECB)
7.55754366042078,0,0,0,-0.0427,-1.1944,273.0,0.0166,0.979,0.0117,AES-192 (GCM)
7.598842971021808,0,0,0,0.0474,-1.2414,252.0,0.0043,0.979,0.0,AES-192 (CTR)
7.142345493844806,0,0,0.0,-0.072,-1.1464,281.41,-0.0588,0.9611,0.0074,AES-256 (CBC)
6.789682727121748,0,0,0.0,0.0254,-1.1823,218.67,-0.0144,0.929,0.0,AES-256 (ECB)
5.75,0,0,0,-0.1505,-1.2222,256.0,0.1024,0.8533,0.0,AES-256 (GCM)
7.630446114512792,0,0,0,0.0141,-1.2005,223.0,0.0028,0.979,0.0,AES-256 (CTR)
6.77395590416001,0,0,0.0,0.2858,-0.9839,222.22,0.0632,0.929,0.0,AES-128 (CBC)
6.740935852061652,0,0,0.0,-0.0052,-1.1971,232.89,-0.1822,0.929,0.0,AES-128 (ECB)
6.572227441389348,0,0,0,0.0679,-1.141,240.0,-0.0082,0.9209,0.0079,AES-128 (GCM)
5.84375,0,0,0,-0.0425,-1.3559,232.0,-0.2596,0.8533,0.0,AES-128 (CTR)
7.805072941527447,0,0,0.0,-0.0897,-1.2021,260.18,-0.0199,0.9895,0.0058,AES-192 (CBC)
6.037492001110314,0,0,0.0,-0.0136,-1.0343,252.8,-0.0693,0.8791,0.0,AES-192 (ECB)
7.857158647507165,0,0,0,-0.025,-1.2138,195.5,-0.0088,0.9894,0.0068,AES-192 (GCM)
7.608048134151098,0,0,0,-0.031,-1.224,250.0,0.0058,0.979,0.0059,AES-192 (CTR)
7.82365953530572,0,0,0.0,0.0377,-1.1861,229.66,-0.0003,0.9895,0.0058,AES-256 (CBC)
6.640309289591698,0,0,0.0,0.0076,-1.2063,261.33,-0.0784,0.929,0.0,AES-256 (ECB)
6.523284765557392,0,0,0,0.0598,-1.3051,268.0,0.1756,0.9209,0.0,AES-256 (GCM)
7.646435299028174,0,0,0,-0.0057,-1.1951,223.0,0.0021,0.979,0.0059,AES-256 (CTR)
7.203482223562048,0,0,0.0,-0.0425,-1.2724,256.94,0.0432,0.9611,0.0,AES-128 (CBC)
5.978055907333273,0,0,0.0,0.3447,-1.0628,272.0,0.0378,0.8791,0.0,AES-128 (ECB)
5.90625,0,0,0,0.2427,-1.0367,216.0,-0.2764,0.8533,0.0,AES-128 (GCM)
7.535989827530823,0,0,0,-0.0032,-1.1134,293.0,-0.03,0.979,0.0039,AES-128 (CTR)
7.812592072220079,0,0,0.0,0.0252,-1.2329,252.31,0.0372,0.9895,0.0115,AES-192 (CBC)
7.8010068391991485,0,0,0.0,0.0964,-1.2038,260.68,0.0291,0.9895,0.0096,AES-192 (ECB)
7.515274782810536,0,0,0,-0.05,-1.1609,304.0,0.1016,0.979,0.0059,AES-192 (GCM)
7.564241673489065,0,0,0,0.0117,-1.2618,262.0,-0.0229,0.979,0.0039,AES-192 (CTR)
6.6594404528011655,0,0,0.0,0.0099,-1.1663,254.22,-0.0414,0.929,0.0,AES-256 (CBC)
